,height_in,weight_lbs,Age,season_num,G,MP,PER,WS,WS/48,BPM,VORP,Pos_C,Pos_PF,Pos_PG,Pos_SF,Pos_SG,season_categorical,salary,season_start,player_name
8,78.84189791073037,199.21710364376617,26.886322876402414,9.2106950227803,57.66074985774842,21.831676292882634,8.896246878393125,1.6516725955078755,0.048863653334716664,-2.869241148245056,-0.051173891746034705,0.021317115101356976,0.1761847721585034,-0.0743004236466272,0.43822124257882744,0.3855127514805033,37.538385645210106,5117867.415420468,2023,Justin Anderson
9,79.26636555841014,195.85878332389666,26.858801311362647,10.005362279044602,57.455448843205374,22.283449999147976,8.248034474850538,1.5657389998572238,0.0426181598494129,-2.7554683037968406,0.0033744022706578836,-0.008063913133512096,0.16205284556347688,-0.06903073440676455,0.4780552209462302,0.3889294165683639,37.50656823269075,6072087.770656103,2024,Justin Anderson
0,76.0,220.0,23.0,1.0,52.0,16.5,7.5,-0.10000000000000009,-0.008000000000000007,-4.4,-0.5000000000000001,0.0,-2.7755575615628914e-17,0.0,0.0,1.0,32.0,543471.0,2016,Ron Baker
1,76.0,220.0,24.0,2.0,29.0,13.3,9.3,0.5,0.059000000000000004,-1.0,0.09999999999999998,0.0,-2.7755575615628914e-17,0.0,0.0,1.0,33.0,4328000.0,2017,Ron Baker
2,76.0,220.0,25.0,3.0,15.0,10.1,2.5,-0.10000000000000009,-0.034,-6.6,-0.20000000000000007,0.0,-2.7755575615628914e-17,0.0,0.0,1.0,34.0,4544400.0,2018,Ron Baker
3,76.37566482234169,218.54774247918058,25.341324681738953,4.1064892305839775,36.07288582315789,13.600355895707985,8.304704818686746,0.5372813507274383,0.049159099622654676,-3.436848522068621,-0.0423805203248504,0.06720790159799137,-0.015165298826748996,0.0618012083216849,0.0908184455937638,0.7395743232350699,34.60435530402435,2713405.6867801314,2019,Ron Baker
4,76.63871977810358,216.85565195133,25.778242514497077,4.869036284471798,46.27427814697139,14.785266468543423,9.100533746416355,1.2500619795623562,0.05578560433866476,-2.9910474638225386,0.10857501892198729,0.07535390578339099,0.04420630923756533,0.08063452410365574,0.15905471781369498,0.6177720822538295,37.19593526547274,2187544.6345954817,2020,Ron Baker
5,76.93501770163088,215.65668764828246,26.007147989121147,5.329570717437997,50.47318510018556,15.458128812855051,9.741943234312835,1.4960177882493277,0.06319387451586356,-2.6591404114249717,0.11984269568451256,0.06523842587712761,0.12031314449306169,0.08383665390513162,0.18827705555478716,0.5305682458138481,39.64469658038314,2375734.5725848954,2021,Ron Baker
6,77.18346999142268,214.48829635384675,25.958190989382093,5.711624215669025,52.860181415775635,16.391551521852797,10.036034511596574,1.5350590689136856,0.06844792658445525,-2.339243869583261,0.11532371172129652,0.062463847789804405,0.1771579585378409,0.06466335476094057,0.21551378723137704,0.4704698309913646,41.88664748517973,3279231.913349843,2022,Ron Baker
7,77.55509692190654,212.23912641693133,25.842491952573223,6.260847340434251,57.02812502723655,17.85399264343951,10.171988189588852,1.6238973677233026,0.07083675469571674,-2.0663885198687324,0.10596547268850365,0.043708830346179534,0.21780425591725464,0.02640679595777337,0.24444483694392294,0.45126314932377737,43.5215035805672,4605288.765057174,2023,Ron Baker
8,78.10484112245564,208.3616153191119,25.676230457833906,7.021359724879473,61.00231142006321,19.1953485721279,10.032487782322116,1.969600188237704,0.07312334035289401,-1.9714289685359223,0.11048768692780597,0.015116826384259457,0.2502249341112985,-0.022688094035848927,0.3016041997041107,0.44103518692382504,44.424857375793835,6286030.411285173,2024,Ron Baker
9,78.73376012546579,201.6961803348643,25.429847161282144,7.720280412376097,62.07559009676852,20.418686887289656,9.5973167026035,2.1484607890319998,0.0714362544414459,-2.118490892246431,0.025291696304547084,0.0015739179480874776,0.27532950063329154,-0.04764697353798247,0.36165354276861894,0.41304783179360993,44.91607353018006,8026263.670360709,2025,Ron Baker
0,77.0,195.0,20.0,1.0,22.0,7.500000000000002,13.7,0.20000000000000018,0.057,-3.8999999999999995,-0.09999999999999998,0.0,-2.7755575615628914e-17,0.0,0.0,1.0,32.0,1627320.0,2016,Malik Beasley
1,77.0,195.0,21.0,2.0,62.0,9.4,9.0,0.2999999999999998,0.027999999999999997,-5.1,-0.5000000000000001,0.0,-2.7755575615628914e-17,0.0,0.0,1.0,33.0,1700640.0,2017,Malik Beasley
2,77.0,195.0,22.0,3.0,81.0,23.2,14.2,4.5,0.115,-0.5,0.7,0.0,-2.7755575615628914e-17,0.0,0.0,1.0,34.0,1773840.0,2018,Malik Beasley
3,76.81264857103993,193.1051772550355,23.596404894569705,4.2485799134831375,71.21947648315725,25.972427431049482,14.066078038643743,3.671807628179492,0.09619849089383845,0.1268464978310162,0.7476078097690666,0.040821959659937096,0.013820834113646763,0.12468446519849669,0.02196423334446787,0.7753175082337608,34.67035678675488,4640702.377895102,2019,Malik Beasley
4,76.73872712392254,191.89643486256816,24.67247607113794,5.323319975884256,67.58207897753255,25.809667802958316,13.248912428184443,2.815423549922664,0.07770208854001394,-0.54533442664467,0.5359535200698062,0.07107895969074943,0.026557493092908835,0.18701736849994877,0.056997205075084545,0.6365105149805964,37.0665738668874,7052181.345956655,2020,Malik Beasley
5,76.98232135905448,190.4291361175297,25.35259035760477,6.2219167450676665,64.77165981746793,24.829421369310417,12.384027449223883,2.128039516676518,0.06641032052706004,-1.2661461832946777,0.2558260344828119,0.06656958071921784,0.04702619113103004,0.2475582357727498,0.07499185087483155,0.556827895906585,39.46282863618222,9279658.306257196,2021,Malik Beasley
6,77.3064921464655,189.47918207150985,25.96596347118013,6.9255481499485185,61.97613727105335,23.741611172482788,11.36836028701624,1.6851058113094717,0.05871145087367148,-1.838038326699934,0.10377267514048893,0.025627725768617576,0.09046072912500981,0.26325155522549015,0.12051068018944086,0.5132267990089013,41.80289994952713,11005415.256330242,2022,Malik Beasley
7,77.7735739971452,189.50044982219288,26.421625178010764,7.554650457992477,59.65282449210283,22.419470456073576,10.341020160613558,1.405137861435705,0.05503825731939839,-2.259539717365687,-0.02879634797538233,-0.019154555421641906,0.132401128619913,0.22781163256063788,0.2061611698527273,0.483581658366308,44.38710835423045,12381965.421795117,2023,Malik Beasley
8,78.2057539545886,188.95075596286335,26.471891222767496,7.937180633863463,57.59136495569259,21.10483894627456,9.437255202572846,1.295837939537666,0.055295696925112506,-2.398694761333375,-0.09079895629965584,-0.05995294151525196,0.15052825747958082,0.18328039205389907,0.3002378775688374,0.45933617624789863,46.62052820628869,13274277.779746844,2024,Malik Beasley
9,78.68322637034429,188.03828291332806,26.277786364575704,8.139856708916543,56.56109050732273,20.220347078710468,8.737431126301344,1.288883506745845,0.054914015138800634,-2.4938970531580265,-0.1327023561120546,-0.09387087141746611,0.1668419348996957,0.14285686671919762,0.38528852577971684,0.43270645498809407,48.585714290217936,13885241.70543211,2025,Malik Beasley
0,78.0,210.0,22.0,1.0,38.0,9.800000000000002,8.8,0.2999999999999998,0.038,-4.3,-0.20000000000000007,0.0,-2.7755575615628914e-17,0.0,1.0,0.0,32.0,1499760.0,2016,DeAndre' Bembry
1,78.0,210.0,23.0,2.0,26.0,17.5,7.6,-0.40000000000000036,-0.04000000000000001,-4.4,-0.2999999999999998,0.0,-2.7755575615628914e-17,0.0,1.0,0.0,33.0,1567200.0,2017,DeAndre' Bembry
2,78.0,210.0,24.0,3.0,82.0,23.5,10.8,0.8999999999999999,0.022000000000000013,-2.2,-0.09999999999999998,0.0,-2.7755575615628914e-17,0.0,0.0,1.0,34.0,1634640.0,2018,DeAndre' Bembry
3,78.55575428722115,207.5721228815933,24.305479772776724,4.053895841644318,65.91555492797397,22.358623277275452,10.12254719809415,1.4868459429892296,0.049573472274424185,-2.092414953983976,0.04879652028859094,0.034193744438964196,-0.0011428235518524676,0.016110029417330113,0.19991972600064914,0.7398420981136274,36.83474007001222,3004318.5884782956,2019,DeAndre' Bembry
4,78.84406524045703,200.7128997926287,24.213893904440333,4.920234387693929,60.617383234858,22.104697040997824,10.36341631313846,1.5555309514393136,0.060090691616909955,-2.1017560152816466,0.04319362795223414,0.06316928775269814,0.03448845902505665,0.022872472977908315,0.3178871153499165,0.5681007469262713,40.000998835772585,4771843.712636305,2020,DeAndre' Bembry
5,79.11227265725674,195.00921845783768,24.233269770657582,5.833503320743317,59.56337932202426,21.950576062723286,9.883602148309363,1.5842213759839379,0.05821188694752456,-2.2056200477438614,-0.008482175357557353,0.05794102806440521,0.09183603930019467,0.028134994778650335,0.35419133437606887,0.4989090324227018,42.081367433726854,6523390.5869244225,2021,DeAndre' Bembry
6,79.47108491466862,190.80330110649197,24.23879038885917,6.9064271854531905,58.481689308280664,22.03586895528342,9.142776315391593,1.4734367669587933,0.05530868830012722,-2.2943955874171724,-0.07380365547349821,0.009563871472696384,0.14370065028713497,0.021055256913133646,0.39651339262953894,0.4499706260768425,43.578618180527016,8586370.7180356,2022,DeAndre' Bembry
7,80.02760666931557,186.89489533479238,24.123173448993455,7.773332481987678,57.2240806132231,21.9986766788354,8.50020531396521,1.32805999213624,0.05133212464053126,-2.442302098289244,-0.15244158265688212,-0.026570560930960302,0.19153677675487688,0.017625179047822515,0.4430675870649622,0.39250315657165147,44.816982071449985,10408889.277951723,2023,DeAndre' Bembry
8,80.61334153913857,183.95843531231773,23.92726199509954,8.21256974006929,56.18654418959541,21.566878076086287,8.183253936825926,1.3180698651568405,0.04871506128377022,-2.545195230664277,-0.20933820124755342,-0.05034218550759992,0.23540417801241031,0.018861903043230432,0.4847275687882615,0.34039805279661345,45.7726484239568,11985868.84139084,2024,DeAndre' Bembry
9,81.15823787997059,182.26599555964256,23.627985428156,8.42393340775161,55.889130976782305,21.106741151706494,8.100747649404866,1.3738196469345614,0.047455942131339565,-2.545774800467753,-0.24681259105332398,-0.06758264412296613,0.2838701917266547,0.02767211921026244,0.5165126047777776,0.28250044251532913,46.47984786545915,13328107.555045467,2025,DeAndre' Bembry
0,85.0,225.0,19.0,1.0,43.0,13.3,5.3,-0.2999999999999994,-0.028999999999999998,-4.3,-0.2999999999999998,0.0,1.0,0.0,0.0,0.0,32.0,4276320.0,2016,Dragan Bender
1,85.0,225.0,20.0,2.0,82.0,25.2,7.1,0.10000000000000009,0.0010000000000000009,-2.7,-0.4,0.0,1.0,0.0,0.0,0.0,33.0,4468800.0,2017,Dragan Bender
2,85.0,225.0,21.0,3.0,46.0,18.0,9.5,0.5,0.027000000000000003,-3.4,-0.2999999999999998,0.0,1.0,0.0,0.0,0.0,34.0,4661280.0,2018,Dragan Bender
3,85.01565561921075,229.99233358453776,21.81828831339341,4.220370054773006,60.128798590861855,17.639609287457116,13.611210914056425,2.501845523458144,0.08664678204532927,-1.3813577420212217,0.30216688609001074,0.22963971453541898,0.7436079663879523,-0.03189752481199773,0.096238582001225,-0.037545036262099846,35.73907510711169,4658709.438355744,2019,Dragan Bender
4,85.09332135089718,231.48559919026627,23.112548227152594,4.899932282333021,64.62785627336999,19.889082928545974,16.175253429742025,3.3078905509375023,0.10860176048937129,-0.7244694530615019,0.45325551271160025,0.36882766117408383,0.7383897340456983,-0.04056967965170688,0.028283907040413864,-0.0677438909783391,36.411353322728345,5622046.329865977,2020,Dragan Bender
5,84.92374196171306,231.7415476684112,24.359061299496464,5.309555390169228,64.91408350794657,20.673968023277624,16.856180371867378,3.5452968591534644,0.11987423019352796,-0.6320082677481247,0.47410405913478,0.45296742157348047,0.7252447752765803,-0.03416537304915432,-0.017395821728284272,-0.09988325653214775,37.36831440881084,6980018.972310793,2021,Dragan Bender
6,84.50322578614878,231.9558145800968,25.677284755419702,5.71626366388643,64.51179493762126,20.510567788768554,17.089782788455267,3.457553022448651,0.1218679353337389,-0.7455393463173967,0.43618992107780674,0.5076105342198147,0.7378771326517848,-0.03362196366481146,-0.06430740284610512,-0.11402780743410257,38.067999296452314,8044972.910811603,2022,Dragan Bender
7,84.11645245941428,231.98900944858127,26.965425730924654,6.226684137500382,64.57517191878767,20.158516638351863,16.744322670449716,3.3129287590247385,0.12128829375955015,-1.0157730801559826,0.3632540341714524,0.5196540787753947,0.749512094484194,-0.031208863161411,-0.09529339696435626,-0.12045761838938018,38.11008700569994,8910884.374184249,2023,Dragan Bender
8,83.75393958851207,233.19153736678513,28.34258213799389,6.701591708914982,63.84946732429363,19.64350782171202,15.920444671655899,3.1356211118359214,0.11544861182486849,-1.4396578789293164,0.2555223885307082,0.5160579572914535,0.7578732297003131,-0.02411504891545746,-0.11511288539677025,-0.11902273260921509,37.70563462845554,9448334.950700859,2024,Dragan Bender
9,83.4286551406333,235.3308911101594,29.699900281702128,7.184361623236227,61.81875997450993,18.94852510980059,14.855428238037536,2.8660446207206527,0.10697159374353382,-1.9062001074237642,0.17056642895582852,0.5158923130052651,0.7415078107675844,-0.02117520038619447,-0.12064108513690833,-0.11438430892827028,36.904971606959165,9679399.516020622,2025,Dragan Bender
0,82.0,225.0,24.0,1.0,67.0,12.1,12.9,2.3,0.135,1.8,0.8,0.0,1.0,0.0,0.0,0.0,32.0,543471.0,2016,Dāvis Bertāns
1,82.0,225.0,25.0,2.0,77.0,14.1,14.1,3.1,0.135,0.9999999999999998,0.8,0.0,1.0,0.0,0.0,0.0,33.0,1312611.0,2017,Dāvis Bertāns
2,82.0,225.0,26.0,3.0,76.0,21.5,13.0,4.0,0.11800000000000001,1.2,1.3,0.0,1.0,0.0,0.0,0.0,34.0,7000000.0,2018,Dāvis Bertāns
3,82.30723511557376,220.6852744124865,26.187091217209044,4.073720022631543,65.49956764667891,21.544999630914827,12.078212288702964,2.8093424975240677,0.10383835357346659,-0.3315182179358249,0.4152334834333476,0.10363269541800883,0.7741736999007974,0.023339367012163825,0.0919713455488083,-0.01700150374943818,35.377384410017314,8518909.395831643,2019,Dāvis Bertāns
4,82.70378550203846,215.25111278627298,26.9311555348176,5.228464191030849,63.08314306763731,20.579503461790175,12.06530879469958,2.5565884605568434,0.09316022903874284,-1.5925984046511221,0.09780588143543367,0.20555757497279734,0.6826613271315234,0.03705248753448728,0.12706242308429933,-0.053801813879916616,37.07718004056211,9269474.483223774,2020,Dāvis Bertāns
5,83.00752507604257,210.8815747608751,27.775594352844973,6.284604276960004,62.05196974976954,20.132605606327367,12.162099230733507,2.4399823079331453,0.08845676774647775,-2.383704967437973,-0.06167849115630164,0.2476183137056719,0.6711372521865955,0.03756752090985274,0.12297239424734752,-0.0783855379501881,38.10433164891492,10074474.012083784,2021,Dāvis Bertāns
6,83.11149112909767,208.2891517850173,28.627624699896803,7.00209666207417,60.77766112672123,19.642098457790063,12.024915105193049,2.283702842932031,0.08451228582167482,-2.92751198488602,-0.15946997429490928,0.24854646974266642,0.6916135984388598,0.03756998838889425,0.1067259427218,-0.09042564684336563,38.6539460517889,10905040.135706378,2022,Dāvis Bertāns
7,83.18746735048495,206.3874469744455,29.315179685402676,7.3815444428132295,59.706932595083515,19.085654222634346,11.782301087528602,2.182339878142529,0.08161908408342,-3.255966679937254,-0.1918024536969991,0.23494314142800357,0.7113758995994596,0.03740284605858207,0.09944429063123225,-0.09146367920731863,38.91388377019156,11491174.118492762,2023,Dāvis Bertāns
8,83.28989298057589,204.74324220390122,29.876413153833624,7.572189332055594,58.324891670614015,18.464623926235397,11.537867886315018,2.0697688446138796,0.07908077165996019,-3.4825316916774285,-0.19869439847314474,0.2219525953499769,0.7114508667591758,0.03877128643520611,0.10430341468012505,-0.08500401497166132,39.127344100442755,11810432.490588287,2024,Dāvis Bertāns
9,83.43563155092649,203.12194559464112,30.376267243939544,7.627457947559369,56.254542578592165,17.710993614808146,11.321111857959645,1.9135135854724237,0.07590598711497519,-3.7291361059691104,-0.21227284246635325,0.21326459972115117,0.6929841193170094,0.04495332017571893,0.11982454186672027,-0.07763218303980823,39.383029594533525,11920080.947564801,2025,Dāvis Bertāns
0,82.0,234.0,28.0,2.0,65.0,18.3,11.0,1.5,0.059000000000000004,-1.1,0.3,0.0,1.0,0.0,0.0,0.0,32.0,3800000.0,2015,Nemanja Bjelica
1,82.0,234.0,29.0,3.0,67.0,20.5,12.6,2.8,0.09699999999999999,0.4999999999999998,0.9,0.0,1.0,0.0,0.0,0.0,33.0,3949999.0,2016,Nemanja Bjelica
2,82.0,234.0,30.0,4.0,77.0,23.2,15.4,4.5,0.122,1.9999999999999998,1.8000000000000003,0.0,1.0,0.0,0.0,0.0,34.0,6500000.0,2017,Nemanja Bjelica
3,82.20643541441854,233.0039991112844,30.49606631319828,4.884486747534952,61.22958053256262,21.10248497101069,12.505768791727345,2.3344722175589183,0.08907629714170752,-1.1764056840318502,0.35601912021564686,0.1658626297070853,0.768678519126919,0.016998345372076035,0.03188599104610135,-0.01687092540583149,36.09872726392723,8805432.096542038,2018,Nemanja Bjelica
4,82.9447772861905,231.69715127999405,31.124729149121634,5.534965552063452,56.673336183204206,19.48382769402381,11.527895651031507,2.1122972347028823,0.07120823162386719,-2.6832375451630224,0.06346283512693918,0.3318520384032592,0.6209814367249107,0.034893278874558564,0.03423528325560393,-0.020329120834698816,36.7289122277724,9025023.563935101,2019,Nemanja Bjelica
5,83.63424350613904,230.63900746558778,31.76940718511698,6.249646039262103,52.36841369231699,17.465953836784685,11.228845072919803,1.7229783405514,0.06718826740441859,-3.295997466017474,0.03012944391195027,0.4421598456750848,0.5196142056386532,0.027590621902491258,0.010069640798391927,-0.008088037943941029,36.7557336092767,8488156.729026435,2020,Nemanja Bjelica
6,84.23410911474306,232.2656481607382,32.3632858548602,6.995360779758582,48.15686787465341,14.990737959573757,11.12660605259645,1.3357236085249296,0.06524013125244509,-3.587531720557775,0.0589069829459925,0.5207674232370775,0.4531086586355495,0.020409823145374206,-0.003786504362334686,-0.011059558244576578,36.44482794988436,7595871.465698974,2021,Nemanja Bjelica
7,84.81896601363523,235.14568431084913,32.73154681650817,7.620473187856945,43.471247469395806,11.780293372830537,11.083288178744237,0.8934461407305998,0.06738743649582075,-3.6579430780212094,0.06937247448044237,0.5835656739744549,0.4108014014312593,0.010877881108599136,-0.007132080141510205,-0.025459338029267448,36.021790381604205,6410636.442174401,2022,Nemanja Bjelica
8,85.28621931475017,237.42426564164776,32.9634009293861,8.369504240067462,38.19396650520328,9.03661020891753,10.965047746603322,0.6595366517637813,0.0693233810766984,-3.779039751648418,0.102567480667898,0.6545673091812951,0.3748774952490107,0.00345752538625152,-0.0066107761246268215,-0.05244310871954028,36.08087146903256,5219576.879223516,2023,Nemanja Bjelica
9,85.68289379449664,239.1262072711754,33.216500496612326,9.26191776732786,34.28789472076572,7.208535560923162,10.726414462843913,0.34487494934384166,0.06395500887500469,-3.982118758347866,0.07131231987573305,0.7269567657388808,0.34591277975173473,-0.000651590961384424,-0.010017313087821555,-0.08517623078527126,35.77487981130201,4375352.8517962415,2024,Nemanja Bjelica
0,78.0,210.0,20.0,2.0,78.0,35.0,14.6,2.0,0.035,-2.3,-0.20000000000000007,0.0,-2.7755575615628914e-17,0.0,0.0,1.0,32.0,2223600.0,2015,Devin Booker
1,78.0,210.0,21.0,3.0,54.0,34.5,18.1,2.4,0.063,0.40000000000000013,1.2,0.0,-2.7755575615628914e-17,0.0,0.0,1.0,33.0,2319360.0,2016,Devin Booker
2,78.0,210.0,22.0,4.0,64.0,35.0,20.2,3.5,0.076,0.8,1.6,0.0,-2.7755575615628914e-17,0.0,0.0,1.0,34.0,3314365.0,2017,Devin Booker
3,78.11012221242854,206.54497986592557,23.126210146126173,4.9461334767770095,67.08594690946833,33.82425491086136,18.970520960986637,4.875163582692264,0.09840933320037094,1.4040101797540727,1.763586254854212,0.006855505127873196,0.02103630106038709,-0.002006084206473774,0.17085132790834323,0.8174032535716275,33.47012324303745,7431336.274813868,2018,Devin Booker
4,78.41659331854265,206.63081760019244,24.23971036843872,5.934251037183812,66.70858207788811,32.85220090792835,17.553689318054914,4.74249678493413,0.09955777484666758,1.095533254591068,1.6035260747825228,-0.02217360763511894,0.053547258878026166,-0.03119922824324889,0.25695261635773836,0.7448455936084661,35.1337106736543,11104077.245562412,2019,Devin Booker
5,78.68686717076318,209.45242502305751,25.065852895051346,6.570525672352571,65.3873428562165,31.577674578568306,16.216940578083133,4.170233438566575,0.0936001928565431,0.3619753557576437,1.2017862426281893,-0.03950233244330076,0.10199945296571676,-0.04465368646262036,0.32990504634637097,0.6527223698391815,37.1932615519586,14544166.871758206,2020,Devin Booker
6,79.0462200753076,209.73020725113,25.635860242805762,6.87650745343755,65.04633139746558,29.967097954001538,15.398969188177505,3.3936351714189033,0.08648082913059864,-0.4813378165768776,0.6678802889266304,-0.029400160214134025,0.14537398424441847,-0.017658243758821607,0.35005731412871477,0.5552674549424306,38.675703783486966,17280764.698664878,2021,Devin Booker
7,79.23609580045024,207.4526435672289,26.539277381342455,6.89775895386536,64.17750858381123,28.564849695609087,14.621556995230403,2.7116169154336434,0.08069061666790586,-1.3238998253576515,0.22180683411954683,1.3096795085487667e-05,0.21257581959281263,0.027215388839677945,0.3058465966794137,0.4712912247177933,39.62598280279364,18965012.684362832,2022,Devin Booker
8,79.0861270825125,203.64416216506405,27.395312053091995,6.598964226030616,62.03887919388394,26.535598704151155,13.848864396990432,2.233643934331664,0.08081835367170744,-1.9439518153866513,-0.03492857488639933,0.010684837603989084,0.3034066628709255,0.07704782006870939,0.243457490943118,0.415538604770491,40.8412587562901,19738716.04435068,2023,Devin Booker
9,78.83993938548998,197.67973452132264,27.828753111170972,6.312615244972027,60.166588101744914,24.40201663516828,12.944053356996365,1.690475985472018,0.08084677678345406,-2.539056283248786,-0.28467314959761403,-0.008210854084435726,0.3611669107259453,0.13759916825248678,0.2061076372973776,0.3922135392810139,42.596831021532864,20081839.146888573,2024,Devin Booker
0,77.0,229.0,24.0,1.0,75.0,26.4,14.9,4.1,0.1,-0.5,0.8,0.0,-2.7755575615628914e-17,0.0,0.0,1.0,32.0,925000.0,2016,Malcolm Brogdon
1,77.0,229.0,25.0,2.0,48.0,29.9,14.3,2.7,0.091,-1.3,0.2,0.0,-2.7755575615628914e-17,1.0,0.0,0.0,33.0,1312611.0,2017,Malcolm Brogdon
2,77.0,229.0,26.0,3.0,64.0,28.6,17.8,6.5,0.171,1.4999999999999998,1.6,0.0,-2.7755575615628914e-17,0.0,0.0,1.0,34.0,1544951.0,2018,Malcolm Brogdon
