,league,player_id,salary,season,season_end,season_start,team
842,NBA,barnema02,3396250,2014-15,2015,2014,Los Angeles Clippers
843,NBA,barnema02,3542500,2015-16,2016,2015,Memphis Grizzlies
844,NBA,barnema02,6125000,2016-17,2017,2016,Sacramento Kings
845,NBA,barnema02,383351,2016-17,2017,2016,Golden State Warriors
846,NBA,barnema02,2133542,2017-18,2018,2017,Sacramento Kings
847,NBA,barrean01,385277,2004-05,2005,2004,Houston Rockets
848,NBA,barrean01,744551,2006-07,2007,2006,Chicago Bulls
849,NBA,barroda01,500000,1990-91,1991,1990,Seattle SuperSonics
850,NBA,barroda01,500000,1991-92,1992,1991,Seattle SuperSonics
851,NBA,barroda01,500000,1992-93,1993,1992,Seattle SuperSonics
852,NBA,barroda01,750000,1993-94,1994,1993,Philadelphia 76ers
853,NBA,barroda01,937500,1994-95,1995,1994,Philadelphia 76ers
854,NBA,barroda01,3300000,1995-96,1996,1995,Boston Celtics
855,NBA,barroda01,3400000,1996-97,1997,1996,Boston Celtics
856,NBA,barroda01,3400000,1997-98,1998,1997,Boston Celtics
857,NBA,barroda01,3500000,1998-99,1999,1998,Boston Celtics
858,NBA,barroda01,3500000,1999-00,2000,1999,Boston Celtics
859,NBA,barroda01,3700000,2000-01,2001,2000,Detroit Pistons
860,NBA,barroda01,1600000,2001-02,2002,2001,Detroit Pistons
861,NBA,barroea01,398762,2005-06,2006,2005,Miami Heat
862,NBA,barroea01,744551,2006-07,2007,2006,Miami Heat
863,NBA,barroea01,973328,2007-08,2008,2007,Miami Heat
864,NBA,barroea01,188558,2010-11,2011,2010,Phoenix Suns
865,NBA,barroea01,185588,2011-12,2012,2011,Golden State Warriors
866,NBA,barroea01,358600,2012-13,2013,2012,Washington Wizards
867,NBA,barroea01,107676,2014-15,2015,2014,Phoenix Suns
868,NBA,barrybr01,833000,1995-96,1996,1995,Los Angeles Clippers
869,NBA,barrybr01,958000,1996-97,1997,1996,Los Angeles Clippers
870,NBA,barrybr01,1082520,1997-98,1998,1997,Los Angeles Clippers
871,NBA,barrybr01,3600000,1998-99,1999,1998,Chicago Bulls
872,NBA,barrybr01,3960000,1999-00,2000,1999,Seattle SuperSonics
873,NBA,barrybr01,4320000,2000-01,2001,2000,Seattle SuperSonics
874,NBA,barrybr01,4680000,2001-02,2002,2001,Seattle SuperSonics
875,NBA,barrybr01,5040000,2002-03,2003,2002,Seattle SuperSonics
876,NBA,barrybr01,5400000,2003-04,2004,2003,Seattle SuperSonics
877,NBA,barrybr01,4264900,2004-05,2005,2004,San Antonio Spurs
878,NBA,barrybr01,4691390,2005-06,2006,2005,San Antonio Spurs
879,NBA,barrybr01,5117880,2006-07,2007,2006,San Antonio Spurs
880,NBA,barrybr01,5544370,2007-08,2008,2007,Seattle SuperSonics
881,NBA,barrybr01,1910000,2008-09,2009,2008,Houston Rockets
882,NBA,barrybr01,2062800,2009-10,2010,2009,Houston Rockets
883,NBA,barrydr01,350000,1998-99,1999,1998,Seattle SuperSonics
884,NBA,barrydr01,62765,1999-00,2000,1999,Golden State Warriors
885,NBA,barryjo01,500000,1992-93,1993,1992,Milwaukee Bucks
886,NBA,barryjo01,650000,1993-94,1994,1993,Milwaukee Bucks
887,NBA,barryjo01,800000,1994-95,1995,1994,Milwaukee Bucks
888,NBA,barryjo01,275000,1995-96,1996,1995,Golden State Warriors
889,NBA,barryjo01,247500,1996-97,1997,1996,Atlanta Hawks
890,NBA,barryjo01,272500,1997-98,1998,1997,Los Angeles Lakers
891,NBA,barryjo01,600000,1998-99,1999,1998,Sacramento Kings
892,NBA,barryjo01,800000,1999-00,2000,1999,Sacramento Kings
893,NBA,barryjo01,2730000,2000-01,2001,2000,Sacramento Kings
894,NBA,barryjo01,3175000,2001-02,2002,2001,Detroit Pistons
895,NBA,barryjo01,3175000,2002-03,2003,2002,Detroit Pistons
896,NBA,barryjo01,3000000,2003-04,2004,2003,Denver Nuggets
897,NBA,barryjo01,1800000,2004-05,2005,2004,Atlanta Hawks
898,NBA,barryjo01,1800000,2005-06,2006,2005,Houston Rockets
899,NBA,bartowi01,550000,2012-13,2013,2012,Portland Trail Blazers
900,NBA,bartowi01,788872,2013-14,2014,2013,Portland Trail Blazers
901,NBA,bartowi01,915243,2014-15,2015,2014,Denver Nuggets
902,NBA,bartowi01,3333333,2015-16,2016,2015,Denver Nuggets
903,NBA,bartowi01,3533333,2016-17,2017,2016,Denver Nuggets
904,NBA,bartowi01,3533333,2017-18,2018,2017,Denver Nuggets
905,NBA,bartowi01,11830358,2018-19,2019,2018,Denver Nuggets
906,NBA,basdeed01,398762,2005-06,2006,2005,Chicago Bulls
907,NBA,bassbr01,398762,2005-06,2006,2005,New Orleans/Oklahoma City Hornets
908,NBA,bassbr01,664209,2006-07,2007,2006,New Orleans/Oklahoma City Hornets
909,NBA,bassbr01,770610,2007-08,2008,2007,Dallas Mavericks
910,NBA,bassbr01,826269,2008-09,2009,2008,Dallas Mavericks
911,NBA,bassbr01,4000000,2009-10,2010,2009,Orlando Magic
912,NBA,bassbr01,4000000,2010-11,2011,2010,Orlando Magic
913,NBA,bassbr01,4250000,2011-12,2012,2011,Boston Celtics
914,NBA,bassbr01,6000000,2012-13,2013,2012,Boston Celtics
915,NBA,bassbr01,6450000,2013-14,2014,2013,Boston Celtics
916,NBA,bassbr01,6900000,2014-15,2015,2014,Boston Celtics
917,NBA,bassbr01,3000000,2015-16,2016,2015,Los Angeles Lakers
918,NBA,bassbr01,1551659,2016-17,2017,2016,Los Angeles Clippers
919,NBA,bastoma01,20000,1999-00,2000,1999,Chicago Bulls
920,NBA,bastoma01,423500,2000-01,2001,2000,Milwaukee Bucks
921,NBA,bastoma01,744551,2006-07,2007,2006,Indiana Pacers
922,NBA,bastoma01,1830000,2007-08,2008,2007,Toronto Raptors
923,NBA,bastoma01,2272860,2008-09,2009,2008,Indiana Pacers
924,NBA,bateeme01,512453,2002-03,2003,2002,San Antonio Spurs
925,NBA,bateeme01,636679,2003-04,2004,2003,Toronto Raptors
926,NBA,bateske01,838464,2018-19,2019,2018,Minnesota Timberwolves
927,NBA,batises01,398762,2005-06,2006,2005,Atlanta Hawks
928,NBA,batises01,664209,2006-07,2007,2006,Atlanta Hawks
929,NBA,batismi01,349458,2002-03,2003,2002,Memphis Grizzlies
930,NBA,battish01,2203080,2001-02,2002,2001,Memphis Grizzlies
931,NBA,battish01,2368200,2002-03,2003,2002,Memphis Grizzlies
932,NBA,battish01,2533440,2003-04,2004,2003,Memphis Grizzlies
933,NBA,battish01,3212402,2004-05,2005,2004,Memphis Grizzlies
934,NBA,battish01,4903000,2005-06,2006,2005,Memphis Grizzlies
935,NBA,battish01,5393300,2006-07,2007,2006,Houston Rockets
936,NBA,battish01,5883600,2007-08,2008,2007,Houston Rockets
937,NBA,battish01,6448900,2008-09,2009,2008,Houston Rockets
938,NBA,battish01,6864200,2009-10,2010,2009,Houston Rockets
939,NBA,battish01,7354500,2010-11,2011,2010,Memphis Grizzlies
940,NBA,battish01,3000000,2011-12,2012,2011,Miami Heat
941,NBA,battish01,3135000,2012-13,2013,2012,Miami Heat
942,NBA,battish01,3270000,2013-14,2014,2013,Miami Heat
943,NBA,battito01,1946880,1997-98,1998,1997,Denver Nuggets
944,NBA,battito01,2238000,1998-99,1999,1998,Boston Celtics
945,NBA,battito01,2530920,1999-00,2000,1999,Boston Celtics
946,NBA,battito01,3200000,2000-01,2001,2000,Boston Celtics
947,NBA,battito01,3600000,2001-02,2002,2001,Boston Celtics
948,NBA,battito01,4000000,2002-03,2003,2002,Boston Celtics
949,NBA,battito01,4400000,2003-04,2004,2003,Cleveland Cavaliers
950,NBA,battito01,4800000,2004-05,2005,2004,Orlando Magic
951,NBA,battito01,5200000,2005-06,2006,2005,Orlando Magic
952,NBA,battito01,5746000,2006-07,2007,2006,Orlando Magic
953,NBA,battito01,5200000,2007-08,2008,2007,Orlando Magic
954,NBA,battito01,5746000,2008-09,2009,2008,Orlando Magic
955,NBA,battito01,6292000,2009-10,2010,2009,New Jersey Nets
956,NBA,battito01,1352181,2010-11,2011,2010,Philadelphia 76ers
957,NBA,battito01,1352181,2011-12,2012,2011,Philadelphia 76ers
958,NBA,battljo01,70000,1985-86,1986,1985,Atlanta Hawks
959,NBA,battljo01,100000,1987-88,1988,1987,Atlanta Hawks
960,NBA,battljo01,350000,1988-89,1989,1988,Atlanta Hawks
961,NBA,battljo01,590000,1990-91,1991,1990,Atlanta Hawks
962,NBA,battljo01,700000,1991-92,1992,1991,Cleveland Cavaliers
963,NBA,battljo01,910000,1992-93,1993,1992,Cleveland Cavaliers
964,NBA,battljo01,1120000,1993-94,1994,1993,Cleveland Cavaliers
965,NBA,battljo01,1330000,1994-95,1995,1994,Cleveland Cavaliers
966,NBA,battlke01,350000,1990-91,1991,1990,Denver Nuggets
967,NBA,battlke01,140000,1992-93,1993,1992,Boston Celtics
968,NBA,batumni01,1040640,2008-09,2009,2008,Portland Trail Blazers
969,NBA,batumni01,1118760,2009-10,2010,2009,Portland Trail Blazers
970,NBA,batumni01,1196760,2010-11,2011,2010,Portland Trail Blazers
971,NBA,batumni01,2155365,2011-12,2012,2011,Portland Trail Blazers
972,NBA,batumni01,10850000,2012-13,2013,2012,Portland Trail Blazers
973,NBA,batumni01,11295250,2013-14,2014,2013,Portland Trail Blazers
974,NBA,batumni01,11765500,2014-15,2015,2014,Portland Trail Blazers
975,NBA,batumni01,12235750,2015-16,2016,2015,Charlotte Hornets
976,NBA,batumni01,20869566,2016-17,2017,2016,Charlotte Hornets
977,NBA,batumni01,22434783,2017-18,2018,2017,Charlotte Hornets
978,NBA,batumni01,24000000,2018-19,2019,2018,Charlotte Hornets
979,NBA,baxtelo01,349458,2002-03,2003,2002,Chicago Bulls
980,NBA,baxtelo01,636679,2003-04,2004,2003,Toronto Raptors
981,NBA,baxtelo01,542475,2004-05,2005,2004,New Orleans Hornets
982,NBA,baxtelo01,745248,2005-06,2006,2005,Houston Rockets
983,NBA,bayleje01,1993560,2008-09,2009,2008,Portland Trail Blazers
984,NBA,bayleje01,2143080,2009-10,2010,2009,Portland Trail Blazers
985,NBA,bayleje01,2292600,2010-11,2011,2010,Toronto Raptors
986,NBA,bayleje01,3042280,2011-12,2012,2011,Toronto Raptors
987,NBA,bayleje01,3000000,2012-13,2013,2012,Memphis Grizzlies
988,NBA,bayleje01,3135000,2013-14,2014,2013,Memphis Grizzlies
989,NBA,bayleje01,3000000,2014-15,2015,2014,Milwaukee Bucks
990,NBA,bayleje01,3000000,2015-16,2016,2015,Milwaukee Bucks
991,NBA,bayleje01,9424084,2016-17,2017,2016,Philadelphia 76ers
992,NBA,bayleje01,9000000,2017-18,2018,2017,Philadelphia 76ers
993,NBA,bayleje01,8575916,2018-19,2019,2018,Minnesota Timberwolves
994,NBA,baynear01,401170,2012-13,2013,2012,San Antonio Spurs
995,NBA,baynear01,788872,2013-14,2014,2013,San Antonio Spurs
996,NBA,baynear01,2077000,2014-15,2015,2014,San Antonio Spurs
997,NBA,baynear01,6500000,2015-16,2016,2015,Detroit Pistons
998,NBA,baynear01,6500000,2016-17,2017,2016,Detroit Pistons
999,NBA,baynear01,4328000,2017-18,2018,2017,Boston Celtics
1000,NBA,baynear01,5193600,2018-19,2019,2018,Boston Celtics
1001,NBA,bazarse01,168000,1994-95,1995,1994,Atlanta Hawks
1002,NBA,bazemke01,473604,2012-13,2013,2012,Golden State Warriors
1003,NBA,bazemke01,788872,2013-14,2014,2013,Golden State Warriors
1004,NBA,bazemke01,2000000,2014-15,2015,2014,Atlanta Hawks
1005,NBA,bazemke01,2000000,2015-16,2016,2015,Atlanta Hawks
1006,NBA,bazemke01,15730338,2016-17,2017,2016,Atlanta Hawks
1007,NBA,bazemke01,16910113,2017-18,2018,2017,Atlanta Hawks
1008,NBA,bazemke01,18089887,2018-19,2019,2018,Atlanta Hawks
1009,NBA,bealbr01,4133280,2012-13,2013,2012,Washington Wizards
1010,NBA,bealbr01,4319280,2013-14,2014,2013,Washington Wizards
1011,NBA,bealbr01,4505280,2014-15,2015,2014,Washington Wizards
1012,NBA,bealbr01,5694674,2015-16,2016,2015,Washington Wizards
1013,NBA,bealbr01,22116750,2016-17,2017,2016,Washington Wizards
1014,NBA,bealbr01,23775506,2017-18,2018,2017,Washington Wizards
1015,NBA,bealbr01,25434263,2018-19,2019,2018,Washington Wizards
1016,NBA,beaslje01,366931,2003-04,2004,2003,Miami Heat
1017,NBA,beaslje01,620046,2004-05,2005,2004,Miami Heat
1018,NBA,beaslma01,1627320,2016-17,2017,2016,Denver Nuggets
1019,NBA,beaslma01,1700640,2017-18,2018,2017,Denver Nuggets
1020,NBA,beaslma01,1773840,2018-19,2019,2018,Denver Nuggets
1021,NBA,beaslmi01,4314960,2008-09,2009,2008,Miami Heat
1022,NBA,beaslmi01,4638600,2009-10,2010,2009,Miami Heat
1023,NBA,beaslmi01,4962240,2010-11,2011,2010,Minnesota Timberwolves
1024,NBA,beaslmi01,6262347,2011-12,2012,2011,Minnesota Timberwolves
1025,NBA,beaslmi01,5750000,2012-13,2013,2012,Phoenix Suns
1026,NBA,beaslmi01,4666667,2013-14,2014,2013,Phoenix Suns
1027,NBA,beaslmi01,1027424,2013-14,2014,2013,Miami Heat
1028,NBA,beaslmi01,777778,2014-15,2015,2014,Phoenix Suns
1029,NBA,beaslmi01,330226,2014-15,2015,2014,Miami Heat
1030,NBA,beaslmi01,306527,2015-16,2016,2015,Houston Rockets
1031,NBA,beaslmi01,1403611,2016-17,2017,2016,Milwaukee Bucks
1032,NBA,beaslmi01,777777,2016-17,2017,2016,Phoenix Suns
1033,NBA,beaslmi01,1471382,2017-18,2018,2017,New York Knicks
1034,NBA,beaslmi01,3500000,2018-19,2019,2018,Los Angeles Clippers
1035,NBA,beaubro01,1075440,2009-10,2010,2009,Dallas Mavericks
1036,NBA,beaubro01,1156080,2010-11,2011,2010,Dallas Mavericks
1037,NBA,beaubro01,1236720,2011-12,2012,2011,Dallas Mavericks
1038,NBA,beaubro01,2227333,2012-13,2013,2012,Dallas Mavericks
1039,NBA,beckco01,272250,1997-98,1998,1997,Charlotte Hornets
1040,NBA,beckco01,425000,1998-99,1999,1998,Charlotte Hornets
1041,NBA,bedfowi01,637500,1987-88,1988,1987,Detroit Pistons
1042,NBA,bedfowi01,687500,1988-89,1989,1988,Detroit Pistons
1043,NBA,bedfowi01,850000,1990-91,1991,1990,Detroit Pistons
1044,NBA,bedfowi01,900000,1991-92,1992,1991,Detroit Pistons
1045,NBA,bedfowi01,925000,1992-93,1993,1992,Washington Bullets
1046,NBA,belinma01,1345800,2007-08,2008,2007,Golden State Warriors
1047,NBA,belinma01,1446720,2008-09,2009,2008,Golden State Warriors
1048,NBA,belinma01,1547640,2009-10,2010,2009,Toronto Raptors
1049,NBA,belinma01,2380270,2010-11,2011,2010,New Orleans Hornets
1050,NBA,belinma01,3377604,2011-12,2012,2011,New Orleans Hornets
1051,NBA,belinma01,1957000,2012-13,2013,2012,Chicago Bulls
1052,NBA,belinma01,2750000,2013-14,2014,2013,San Antonio Spurs
1053,NBA,belinma01,2873750,2014-15,2015,2014,San Antonio Spurs
1054,NBA,belinma01,6333333,2015-16,2016,2015,Sacramento Kings
1055,NBA,belinma01,6333333,2016-17,2017,2016,Charlotte Hornets
1056,NBA,belinma01,6306060,2017-18,2018,2017,Atlanta Hawks
1057,NBA,belinma01,776217,2017-18,2018,2017,Philadelphia 76ers
1058,NBA,belinma01,6153846,2018-19,2019,2018,San Antonio Spurs
1059,NBA,bellch01,89292,2001-02,2002,2001,Phoenix Suns
1060,NBA,bellch01,641748,2005-06,2006,2005,Milwaukee Bucks
1061,NBA,bellch01,744551,2006-07,2007,2006,Milwaukee Bucks
1062,NBA,bellch01,3100000,2007-08,2008,2007,Milwaukee Bucks
1063,NBA,bellch01,3354480,2008-09,2009,2008,Milwaukee Bucks
1064,NBA,bellch01,3596000,2009-10,2010,2009,Milwaukee Bucks
1065,NBA,bellch01,4447792,2010-11,2011,2010,Golden State Warriors
1066,NBA,bellch01,4099920,2011-12,2012,2011,Golden State Warriors
1067,NBA,belljo01,815615,2017-18,2018,2017,Golden State Warriors
1068,NBA,belljo01,1378252,2018-19,2019,2018,Golden State Warriors
1069,NBA,bellra01,540850,2001-02,2002,2001,Philadelphia 76ers
1070,NBA,bellra01,612435,2002-03,2003,2002,Dallas Mavericks
1071,NBA,bellra01,688679,2003-04,2004,2003,Utah Jazz
1072,NBA,bellra01,1320000,2004-05,2005,2004,Utah Jazz
1073,NBA,bellra01,4250000,2005-06,2006,2005,Phoenix Suns
1074,NBA,bellra01,4500000,2006-07,2007,2006,Phoenix Suns
1075,NBA,bellra01,4750000,2007-08,2008,2007,Phoenix Suns
1076,NBA,bellra01,5000000,2008-09,2009,2008,Charlotte Bobcats
1077,NBA,bellra01,5250000,2009-10,2010,2009,Golden State Warriors
1078,NBA,bellra01,3000000,2010-11,2011,2010,Utah Jazz
1079,NBA,bellra01,3240000,2011-12,2012,2011,Utah Jazz
1080,NBA,bellra01,3480000,2012-13,2013,2012,Utah Jazz
1081,NBA,belltr01,1285440,2003-04,2004,2003,Memphis Grizzlies
1082,NBA,belltr01,1381920,2004-05,2005,2004,Memphis Grizzlies
1083,NBA,belltr01,1478280,2005-06,2006,2005,Memphis Grizzlies
1084,NBA,bembrde01,1499760,2016-17,2017,2016,Atlanta Hawks
1085,NBA,bembrde01,1567200,2017-18,2018,2017,Atlanta Hawks
1086,NBA,bembrde01,1634640,2018-19,2019,2018,Atlanta Hawks
1087,NBA,bendedr01,4276320,2016-17,2017,2016,Phoenix Suns
1088,NBA,bendedr01,4468800,2017-18,2018,2017,Phoenix Suns
1089,NBA,bendedr01,4661280,2018-19,2019,2018,Phoenix Suns
1090,NBA,bendejo01,2214600,1999-00,2000,1999,Indiana Pacers
1091,NBA,bendejo01,2380680,2000-01,2001,2000,Indiana Pacers
1092,NBA,bendejo01,2546760,2001-02,2002,2001,Indiana Pacers
1093,NBA,bendejo01,3226745,2002-03,2003,2002,Indiana Pacers
1094,NBA,bendejo01,5800000,2003-04,2004,2003,Indiana Pacers
1095,NBA,bendejo01,6525000,2004-05,2005,2004,Indiana Pacers
1096,NBA,bendejo01,7175000,2005-06,2006,2005,Indiana Pacers
1097,NBA,bendejo01,801361,2009-10,2010,2009,New York Knicks
1098,NBA,benimje01,35000,2014-15,2015,2014,Denver Nuggets
1099,NBA,benimje01,29843,2014-15,2015,2014,Utah Jazz
1100,NBA,benjabe01,575000,1985-86,1986,1985,Los Angeles Clippers
1101,NBA,benjabe01,1082000,1987-88,1988,1987,Los Angeles Clippers
1102,NBA,benjabe01,1000000,1988-89,1989,1988,Los Angeles Clippers
1103,NBA,benjabe01,1100000,1989-90,1990,1989,Los Angeles Clippers
1104,NBA,benjabe01,1750000,1990-91,1991,1990,Seattle SuperSonics
1105,NBA,benjabe01,2875000,1991-92,1992,1991,Seattle SuperSonics
1106,NBA,benjabe01,3175000,1992-93,1993,1992,Seattle SuperSonics
1107,NBA,benjabe01,3575000,1993-94,1994,1993,New Jersey Nets
1108,NBA,benjabe01,3774600,1994-95,1995,1994,New Jersey Nets
1109,NBA,benjabe01,3975000,1995-96,1996,1995,Milwaukee Bucks
1110,NBA,benjabe01,123529,1999-00,2000,1999,Cleveland Cavaliers
1111,NBA,benjaco01,540000,1998-99,1999,1998,Chicago Bulls
1112,NBA,benjaco01,696000,1999-00,2000,1999,Chicago Bulls
1113,NBA,benjaco01,749160,2000-01,2001,2000,Chicago Bulls
1114,NBA,bennean01,5324280,2013-14,2014,2013,Cleveland Cavaliers
1115,NBA,bennean01,5563920,2014-15,2015,2014,Minnesota Timberwolves
1116,NBA,bennean01,3650000,2015-16,2016,2015,Minnesota Timberwolves
1117,NBA,bennean01,947276,2015-16,2016,2015,Toronto Raptors
1118,NBA,bennean01,1015696,2016-17,2017,2016,Brooklyn Nets
1119,NBA,bennema01,480000,1995-96,1996,1995,Phoenix Suns
1120,NBA,bennema01,555000,1996-97,1997,1996,Phoenix Suns
1121,NBA,bennema01,630000,1997-98,1998,1997,Phoenix Suns
1122,NBA,bennema01,272500,1997-98,1998,1997,Los Angeles Lakers
1123,NBA,benneto01,140000,1992-93,1993,1992,Charlotte Hornets
1124,NBA,benneto01,182000,1993-94,1994,1993,Charlotte Hornets
1125,NBA,benneto01,224000,1994-95,1995,1994,Charlotte Hornets
1126,NBA,bennewi01,525000,1990-91,1991,1990,Cleveland Cavaliers
1127,NBA,bennewi01,525000,1991-92,1992,1991,Cleveland Cavaliers
1128,NBA,benoida01,230000,1991-92,1992,1991,Utah Jazz
1129,NBA,benoida01,300000,1992-93,1993,1992,Utah Jazz
1130,NBA,benoida01,810000,1993-94,1994,1993,Utah Jazz
1131,NBA,benoida01,1000000,1994-95,1995,1994,Utah Jazz
1132,NBA,benoida01,1200000,1995-96,1996,1995,Utah Jazz
1133,NBA,benoida01,508000,1996-97,1997,1996,New Jersey Nets
1134,NBA,benoida01,609096,1997-98,1998,1997,New Jersey Nets
1135,NBA,benoida01,736000,2000-01,2001,2000,Utah Jazz
1136,NBA,bensoke01,270000,1984-85,1985,1984,Detroit Pistons
1137,NBA,bensoke01,315000,1985-86,1986,1985,Detroit Pistons
1138,NBA,bensoke01,345000,1986-87,1987,1986,Utah Jazz
1139,NBA,bensoke01,350000,1987-88,1988,1987,Cleveland Cavaliers
1140,NBA,bensoke02,75000,2016-17,2017,2016,Miami Heat
1141,NBA,bentibe01,250000,2016-17,2017,2016,Boston Celtics
1142,NBA,bentibe01,50000,2016-17,2017,2016,Indiana Pacers
1143,NBA,bentibe01,31969,2016-17,2017,2016,Dallas Mavericks
1144,NBA,berryri01,300000,1988-89,1989,1988,Sacramento Kings
1145,NBA,berrywa01,287500,1987-88,1988,1987,San Antonio Spurs
1146,NBA,berrywa01,312500,1988-89,1989,1988,New Jersey Nets
1147,NBA,bertada01,543471,2016-17,2017,2016,San Antonio Spurs
1148,NBA,bertada01,1312611,2017-18,2018,2017,San Antonio Spurs
1149,NBA,bertada01,7000000,2018-19,2019,2018,San Antonio Spurs
1150,NBA,besttr01,580000,1995-96,1996,1995,Indiana Pacers
1151,NBA,besttr01,666000,1996-97,1997,1996,Indiana Pacers
1152,NBA,besttr01,752000,1997-98,1998,1997,Indiana Pacers
1153,NBA,besttr01,2750000,1998-99,1999,1998,Indiana Pacers
1154,NBA,besttr01,3250000,1999-00,2000,1999,Indiana Pacers
1155,NBA,besttr01,3500000,2000-01,2001,2000,Indiana Pacers
1156,NBA,besttr01,3375000,2001-02,2002,2001,Indiana Pacers
1157,NBA,besttr01,1400000,2002-03,2003,2002,Miami Heat
1158,NBA,besttr01,938679,2003-04,2004,2003,Dallas Mavericks
1159,NBA,besttr01,1000000,2004-05,2005,2004,New Jersey Nets
1160,NBA,beverpa01,281377,2012-13,2013,2012,Houston Rockets
1161,NBA,beverpa01,788872,2013-14,2014,2013,Houston Rockets
1162,NBA,beverpa01,915243,2014-15,2015,2014,Houston Rockets
1163,NBA,beverpa01,6500000,2015-16,2016,2015,Houston Rockets
1164,NBA,beverpa01,6000000,2016-17,2017,2016,Houston Rockets
1165,NBA,beverpa01,5513514,2017-18,2018,2017,Los Angeles Clippers
1166,NBA,beverpa01,5027028,2018-19,2019,2018,Los Angeles Clippers
1167,NBA,bhullsi01,29843,2014-15,2015,2014,Sacramento Kings
1168,NBA,bibbymi01,2400000,1998-99,1999,1998,Vancouver Grizzlies
1169,NBA,bibbymi01,3092400,1999-00,2000,1999,Vancouver Grizzlies
1170,NBA,bibbymi01,3308160,2000-01,2001,2000,Vancouver Grizzlies
1171,NBA,bibbymi01,4174893,2001-02,2002,2001,Sacramento Kings
1172,NBA,bibbymi01,8500000,2002-03,2003,2002,Sacramento Kings
1173,NBA,bibbymi01,9500000,2003-04,2004,2003,Sacramento Kings
1174,NBA,bibbymi01,10500000,2004-05,2005,2004,Sacramento Kings
1175,NBA,bibbymi01,11500000,2005-06,2006,2005,Sacramento Kings
1176,NBA,bibbymi01,12500000,2006-07,2007,2006,Sacramento Kings
1177,NBA,bibbymi01,13500000,2007-08,2008,2007,Atlanta Hawks
1178,NBA,bibbymi01,14983603,2008-09,2009,2008,Atlanta Hawks
1179,NBA,bibbymi01,6217617,2009-10,2010,2009,Atlanta Hawks
1180,NBA,bibbymi01,5564767,2010-11,2011,2010,Washington Wizards
1181,NBA,bibbymi01,1352181,2011-12,2012,2011,New York Knicks
1182,NBA,biedran01,1727760,2004-05,2005,2004,Golden State Warriors
1183,NBA,biedran01,1857360,2005-06,2006,2005,Golden State Warriors
1184,NBA,biedran01,1986960,2006-07,2007,2006,Golden State Warriors
1185,NBA,biedran01,2636696,2007-08,2008,2007,Golden State Warriors
1186,NBA,biedran01,9000000,2008-09,2009,2008,Golden State Warriors
1187,NBA,biedran01,9000000,2009-10,2010,2009,Golden State Warriors
1188,NBA,biedran01,9000000,2010-11,2011,2010,Golden State Warriors
1189,NBA,biedran01,9000000,2011-12,2012,2011,Golden State Warriors
1190,NBA,biedran01,9000000,2012-13,2013,2012,Golden State Warriors
1191,NBA,biedran01,9000000,2013-14,2014,2013,Utah Jazz
1192,NBA,billuch01,2384640,1997-98,1998,1997,Boston Celtics
1193,NBA,billuch01,2742000,1998-99,1999,1998,Denver Nuggets
1194,NBA,billuch01,3100080,1999-00,2000,1999,Orlando Magic
1195,NBA,billuch01,2250000,2000-01,2001,2000,Minnesota Timberwolves
1196,NBA,billuch01,2475000,2001-02,2002,2001,Minnesota Timberwolves
1197,NBA,billuch01,4546000,2002-03,2003,2002,Detroit Pistons
1198,NBA,billuch01,5000600,2003-04,2004,2003,Detroit Pistons
1199,NBA,billuch01,5455200,2004-05,2005,2004,Detroit Pistons
1200,NBA,billuch01,5909800,2005-06,2006,2005,Detroit Pistons
1201,NBA,billuch01,6364400,2006-07,2007,2006,Detroit Pistons
1202,NBA,billuch01,10000000,2007-08,2008,2007,Detroit Pistons
1203,NBA,billuch01,11050000,2008-09,2009,2008,Denver Nuggets
1204,NBA,billuch01,12100000,2009-10,2010,2009,Denver Nuggets
1205,NBA,billuch01,13150000,2010-11,2011,2010,New York Knicks
1206,NBA,billuch01,12199968,2011-12,2012,2011,New York Knicks
1207,NBA,billuch01,2000032,2011-12,2012,2011,Los Angeles Clippers
1208,NBA,billuch01,4000000,2012-13,2013,2012,Los Angeles Clippers
1209,NBA,billuch01,2500000,2013-14,2014,2013,Detroit Pistons
1210,NBA,birchkh01,50000,2014-15,2015,2014,Miami Heat
1211,NBA,birchkh01,815615,2017-18,2018,2017,Orlando Magic
1212,NBA,birchkh01,1378242,2018-19,2019,2018,Orlando Magic
1213,NBA,birdla01,1800000,1984-85,1985,1984,Boston Celtics
1214,NBA,birdla01,1800000,1985-86,1986,1985,Boston Celtics
1215,NBA,birdla01,1800000,1986-87,1987,1986,Boston Celtics
1216,NBA,birdla01,1800000,1987-88,1988,1987,Boston Celtics
1217,NBA,birdla01,1800000,1988-89,1989,1988,Boston Celtics
1218,NBA,birdla01,2750000,1989-90,1990,1989,Boston Celtics
1219,NBA,birdla01,1500000,1990-91,1991,1990,Boston Celtics
1220,NBA,birdla01,7070000,1991-92,1992,1991,Boston Celtics
1221,NBA,birdla01,2300000,1992-93,1993,1992,Boston Celtics
1222,NBA,birdsot01,1075000,1984-85,1985,1984,New Jersey Nets
1223,NBA,birdsot01,1100000,1985-86,1986,1985,New Jersey Nets
1224,NBA,birdsot01,500000,1987-88,1988,1987,New Jersey Nets
1225,NBA,biyombi01,2798040,2011-12,2012,2011,Charlotte Bobcats
1226,NBA,biyombi01,3007920,2012-13,2013,2012,Charlotte Bobcats
