,league,player_id,salary,season,season_end,season_start,team
0,NBA,abdelal01,395000,1990-91,1991,1990,Portland Trail Blazers
1,NBA,abdelal01,494000,1991-92,1992,1991,Portland Trail Blazers
2,NBA,abdelal01,500000,1992-93,1993,1992,Boston Celtics
3,NBA,abdelal01,805000,1993-94,1994,1993,Boston Celtics
4,NBA,abdelal01,650000,1994-95,1995,1994,Sacramento Kings
5,NBA,abdulka01,1530000,1984-85,1985,1984,Los Angeles Lakers
6,NBA,abdulka01,2030000,1985-86,1986,1985,Los Angeles Lakers
7,NBA,abdulka01,2000000,1987-88,1988,1987,Los Angeles Lakers
8,NBA,abdulka01,3000000,1988-89,1989,1988,Los Angeles Lakers
9,NBA,abdulma02,1660000,1990-91,1991,1990,Denver Nuggets
10,NBA,abdulma02,2008000,1991-92,1992,1991,Denver Nuggets
11,NBA,abdulma02,2358000,1992-93,1993,1992,Denver Nuggets
12,NBA,abdulma02,1825000,1993-94,1994,1993,Denver Nuggets
13,NBA,abdulma02,2200000,1994-95,1995,1994,Denver Nuggets
14,NBA,abdulma02,2600000,1995-96,1996,1995,Denver Nuggets
15,NBA,abdulma02,3100000,1996-97,1997,1996,Sacramento Kings
16,NBA,abdulma02,3300000,1997-98,1998,1997,Sacramento Kings
17,NBA,abdulma02,798500,2000-01,2001,2000,Vancouver Grizzlies
18,NBA,abdulta01,1226880,1997-98,1998,1997,Sacramento Kings
19,NBA,abdulta01,1411000,1998-99,1999,1998,Sacramento Kings
20,NBA,abdulta01,1594920,1999-00,2000,1999,Denver Nuggets
21,NBA,abdulta01,4500000,2000-01,2001,2000,Denver Nuggets
22,NBA,abdulta01,5062500,2001-02,2002,2001,Denver Nuggets
23,NBA,abdulta01,5625000,2002-03,2003,2002,Dallas Mavericks
24,NBA,abdulta01,6187500,2003-04,2004,2003,Dallas Mavericks
25,NBA,abdulta01,6750000,2004-05,2005,2004,Dallas Mavericks
26,NBA,abdulta01,3656250,2005-06,2006,2005,Dallas Mavericks
27,NBA,abdulta01,1968750,2006-07,2007,2006,Dallas Mavericks
28,NBA,abdursh01,2186000,1996-97,1997,1996,Vancouver Grizzlies
29,NBA,abdursh01,9000000,1999-00,2000,1999,Vancouver Grizzlies
30,NBA,abdursh01,10130000,2000-01,2001,2000,Vancouver Grizzlies
31,NBA,abdursh01,11250000,2001-02,2002,2001,Atlanta Hawks
32,NBA,abdursh01,12375000,2002-03,2003,2002,Atlanta Hawks
33,NBA,abdursh01,13500000,2003-04,2004,2003,Atlanta Hawks
34,NBA,abdursh01,14625000,2004-05,2005,2004,Portland Trail Blazers
35,NBA,abdursh01,5000000,2005-06,2006,2005,Sacramento Kings
36,NBA,abdursh01,5400000,2006-07,2007,2006,Sacramento Kings
37,NBA,abdursh01,5800000,2007-08,2008,2007,Sacramento Kings
38,NBA,abdursh01,6600000,2009-10,2010,2009,Sacramento Kings
39,NBA,abrinal01,5994764,2016-17,2017,2016,Oklahoma City Thunder
40,NBA,abrinal01,5725000,2017-18,2018,2017,Oklahoma City Thunder
41,NBA,abrinal01,5455236,2018-19,2019,2018,Oklahoma City Thunder
42,NBA,ackeral01,398762,2005-06,2006,2005,Detroit Pistons
43,NBA,ackeral01,839209,2006-07,2007,2006,Detroit Pistons
44,NBA,ackeral01,711517,2008-09,2009,2008,Los Angeles Clippers
45,NBA,acresma01,75000,1987-88,1988,1987,Boston Celtics
46,NBA,acresma01,300000,1988-89,1989,1988,Boston Celtics
47,NBA,acresma01,437000,1990-91,1991,1990,Orlando Magic
48,NBA,acresma01,547000,1991-92,1992,1991,Orlando Magic
49,NBA,acresma01,250000,1992-93,1993,1992,Houston Rockets
50,NBA,acyqu01,665000,2012-13,2013,2012,Toronto Raptors
51,NBA,acyqu01,788872,2013-14,2014,2013,Toronto Raptors
52,NBA,acyqu01,915243,2014-15,2015,2014,New York Knicks
53,NBA,acyqu01,981348,2015-16,2016,2015,Sacramento Kings
54,NBA,acyqu01,1914544,2016-17,2017,2016,Brooklyn Nets
55,NBA,acyqu01,1050961,2016-17,2017,2016,Dallas Mavericks
56,NBA,acyqu01,1709538,2017-18,2018,2017,Brooklyn Nets
57,NBA,adamsal01,500000,1984-85,1985,1984,Phoenix Suns
58,NBA,adamsal01,600000,1985-86,1986,1985,Phoenix Suns
59,NBA,adamsal01,675000,1987-88,1988,1987,Phoenix Suns
60,NBA,adamsha01,412718,2006-07,2007,2006,New Jersey Nets
61,NBA,adamsha01,297163,2008-09,2009,2008,Los Angeles Clippers
62,NBA,adamsjo01,1344120,2014-15,2015,2014,Memphis Grizzlies
63,NBA,adamsjo01,1404600,2015-16,2016,2015,Memphis Grizzlies
64,NBA,adamsjo01,1465080,2016-17,2017,2016,Memphis Grizzlies
65,NBA,adamsmi01,85000,1985-86,1986,1985,Sacramento Kings
66,NBA,adamsmi01,160000,1987-88,1988,1987,Denver Nuggets
67,NBA,adamsmi01,375000,1988-89,1989,1988,Denver Nuggets
68,NBA,adamsmi01,825000,1990-91,1991,1990,Denver Nuggets
69,NBA,adamsmi01,1309000,1991-92,1992,1991,Washington Bullets
70,NBA,adamsmi01,1309000,1992-93,1993,1992,Washington Bullets
71,NBA,adamsmi01,1309000,1993-94,1994,1993,Washington Bullets
72,NBA,adamsmi01,1240000,1994-95,1995,1994,Charlotte Hornets
73,NBA,adamsst01,2090880,2013-14,2014,2013,Oklahoma City Thunder
74,NBA,adamsst01,2184960,2014-15,2015,2014,Oklahoma City Thunder
75,NBA,adamsst01,2279040,2015-16,2016,2015,Oklahoma City Thunder
76,NBA,adamsst01,3140517,2016-17,2017,2016,Oklahoma City Thunder
77,NBA,adamsst01,22471910,2017-18,2018,2017,Oklahoma City Thunder
78,NBA,adamsst01,24157304,2018-19,2019,2018,Oklahoma City Thunder
79,NBA,addisra01,311000,1991-92,1992,1991,New Jersey Nets
80,NBA,addisra01,522000,1992-93,1993,1992,New Jersey Nets
81,NBA,addisra01,250000,1994-95,1995,1994,Detroit Pistons
82,NBA,addisra01,360000,1995-96,1996,1995,Charlotte Hornets
83,NBA,addisra01,290000,1996-97,1997,1996,Charlotte Hornets
84,NBA,adebaba01,2490360,2017-18,2018,2017,Miami Heat
85,NBA,adebaba01,2955840,2018-19,2019,2018,Miami Heat
86,NBA,adrieje01,342666,2010-11,2011,2010,Golden State Warriors
87,NBA,adrieje01,270427,2011-12,2012,2011,Houston Rockets
88,NBA,adrieje01,804131,2012-13,2013,2012,Charlotte Bobcats
89,NBA,adrieje01,916099,2013-14,2014,2013,Charlotte Bobcats
90,NBA,adrieje01,981084,2014-15,2015,2014,Houston Rockets
91,NBA,afflaar01,944520,2007-08,2008,2007,Detroit Pistons
92,NBA,afflaar01,1015440,2008-09,2009,2008,Detroit Pistons
93,NBA,afflaar01,1086240,2009-10,2010,2009,Denver Nuggets
94,NBA,afflaar01,1959577,2010-11,2011,2010,Denver Nuggets
95,NBA,afflaar01,7562500,2011-12,2012,2011,Denver Nuggets
96,NBA,afflaar01,7750000,2012-13,2013,2012,Orlando Magic
97,NBA,afflaar01,7312500,2013-14,2014,2013,Orlando Magic
98,NBA,afflaar01,7750000,2014-15,2015,2014,Portland Trail Blazers
99,NBA,afflaar01,8000000,2015-16,2016,2015,New York Knicks
100,NBA,afflaar01,12500000,2016-17,2017,2016,Sacramento Kings
101,NBA,afflaar01,1500000,2017-18,2018,2017,Sacramento Kings
102,NBA,afflaar01,1471382,2017-18,2018,2017,Orlando Magic
103,NBA,agerma01,906480,2006-07,2007,2006,Dallas Mavericks
104,NBA,agerma01,974400,2007-08,2008,2007,New Jersey Nets
105,NBA,agerma01,1042440,2008-09,2009,2008,New Jersey Nets
106,NBA,agerma01,83305,2010-11,2011,2010,Minnesota Timberwolves
107,NBA,aguirma01,800000,1984-85,1985,1984,Dallas Mavericks
108,NBA,aguirma01,626240,1985-86,1986,1985,Dallas Mavericks
109,NBA,aguirma01,715700,1987-88,1988,1987,Dallas Mavericks
110,NBA,aguirma01,715700,1988-89,1989,1988,Dallas Mavericks
111,NBA,aguirma01,1115000,1990-91,1991,1990,Detroit Pistons
112,NBA,aguirma01,1232000,1991-92,1992,1991,Detroit Pistons
113,NBA,aguirma01,1351000,1992-93,1993,1992,Detroit Pistons
114,NBA,aguirma01,1471000,1993-94,1994,1993,Detroit Pistons
115,NBA,aguirma01,150000,1993-94,1994,1993,Los Angeles Clippers
116,NBA,ahearbl01,125562,2008-09,2009,2008,San Antonio Spurs
117,NBA,aingeda01,400000,1984-85,1985,1984,Boston Celtics
118,NBA,aingeda01,550000,1985-86,1986,1985,Boston Celtics
119,NBA,aingeda01,625000,1987-88,1988,1987,Boston Celtics
120,NBA,aingeda01,675000,1988-89,1989,1988,Boston Celtics
121,NBA,aingeda01,725000,1990-91,1991,1990,Portland Trail Blazers
122,NBA,aingeda01,725000,1991-92,1992,1991,Portland Trail Blazers
123,NBA,aingeda01,1330000,1992-93,1993,1992,Phoenix Suns
124,NBA,aingeda01,1690000,1993-94,1994,1993,Phoenix Suns
125,NBA,aingeda01,2080000,1994-95,1995,1994,Phoenix Suns
126,NBA,ajincal01,1276320,2008-09,2009,2008,Charlotte Bobcats
127,NBA,ajincal01,1372080,2009-10,2010,2009,Charlotte Bobcats
128,NBA,ajincal01,1467840,2010-11,2011,2010,Toronto Raptors
129,NBA,ajincal01,981084,2014-15,2015,2014,New Orleans Pelicans
130,NBA,ajincal01,4300000,2015-16,2016,2015,New Orleans Pelicans
131,NBA,ajincal01,4600000,2016-17,2017,2016,New Orleans Pelicans
132,NBA,ajincal01,4961798,2017-18,2018,2017,New Orleans Pelicans
133,NBA,akognjo01,788872,2013-14,2014,2013,Memphis Grizzlies
134,NBA,alabiso01,770000,2010-11,2011,2010,Toronto Raptors
135,NBA,alabiso01,830000,2011-12,2012,2011,Toronto Raptors
136,NBA,alarima01,232500,1987-88,1988,1987,Washington Bullets
137,NBA,alarima01,250000,1988-89,1989,1988,Washington Bullets
138,NBA,alarima01,500000,1990-91,1991,1990,Washington Bullets
139,NBA,alarima01,550000,1991-92,1992,1991,Washington Bullets
140,NBA,aldemfu01,3000000,2014-15,2015,2014,Philadelphia 76ers
141,NBA,aldemfu01,3000000,2015-16,2016,2015,Philadelphia 76ers
142,NBA,aldrico01,2126520,2010-11,2011,2010,Oklahoma City Thunder
143,NBA,aldrico01,2286000,2011-12,2012,2011,Oklahoma City Thunder
144,NBA,aldrico01,2445480,2012-13,2013,2012,Sacramento Kings
145,NBA,aldrico01,981084,2014-15,2015,2014,New York Knicks
146,NBA,aldrico01,1100600,2015-16,2016,2015,Los Angeles Clippers
147,NBA,aldrico01,7643979,2016-17,2017,2016,Minnesota Timberwolves
148,NBA,aldrico01,7300000,2017-18,2018,2017,Minnesota Timberwolves
149,NBA,aldrila01,4027320,2006-07,2007,2006,Portland Trail Blazers
150,NBA,aldrila01,4329360,2007-08,2008,2007,Portland Trail Blazers
151,NBA,aldrila01,4631400,2008-09,2009,2008,Portland Trail Blazers
152,NBA,aldrila01,5844827,2009-10,2010,2009,Portland Trail Blazers
153,NBA,aldrila01,11244000,2010-11,2011,2010,Portland Trail Blazers
154,NBA,aldrila01,12372000,2011-12,2012,2011,Portland Trail Blazers
155,NBA,aldrila01,13500000,2012-13,2013,2012,Portland Trail Blazers
156,NBA,aldrila01,14128000,2013-14,2014,2013,Portland Trail Blazers
157,NBA,aldrila01,16006000,2014-15,2015,2014,Portland Trail Blazers
158,NBA,aldrila01,19500000,2015-16,2016,2015,San Antonio Spurs
159,NBA,aldrila01,20575005,2016-17,2017,2016,San Antonio Spurs
160,NBA,aldrila01,21461010,2017-18,2018,2017,San Antonio Spurs
161,NBA,aldrila01,22347015,2018-19,2019,2018,San Antonio Spurs
162,NBA,alexacl01,525093,2015-16,2016,2015,Portland Trail Blazers
163,NBA,alexacl01,51449,2016-17,2017,2016,Brooklyn Nets
164,NBA,alexaco01,490000,1995-96,1996,1995,San Antonio Spurs
165,NBA,alexaco01,521000,1996-97,1997,1996,San Antonio Spurs
166,NBA,alexaco01,562380,1997-98,1998,1997,San Antonio Spurs
167,NBA,alexaco01,1980000,1999-00,2000,1999,Denver Nuggets
168,NBA,alexaco01,2160000,2000-01,2001,2000,Denver Nuggets
169,NBA,alexaco01,1995741,2001-02,2002,2001,Denver Nuggets
170,NBA,alexaco01,2149259,2002-03,2003,2002,Denver Nuggets
171,NBA,alexaco01,2302778,2003-04,2004,2003,Denver Nuggets
172,NBA,alexaco02,1319400,2000-01,2001,2000,Dallas Mavericks
173,NBA,alexaco02,1418400,2001-02,2002,2001,Washington Wizards
174,NBA,alexaco02,1517280,2002-03,2003,2002,New Orleans Hornets
175,NBA,alexaco02,2168193,2003-04,2004,2003,New Orleans Hornets
176,NBA,alexaco02,79029,2004-05,2005,2004,Sacramento Kings
177,NBA,alexaga01,150000,1994-95,1995,1994,Cleveland Cavaliers
178,NBA,alexajo01,2403120,2008-09,2009,2008,Milwaukee Bucks
179,NBA,alexajo01,2583360,2009-10,2010,2009,Chicago Bulls
180,NBA,alexajo01,90465,2010-11,2011,2010,New Orleans Hornets
181,NBA,alexavi01,750000,1991-92,1992,1991,Golden State Warriors
182,NBA,alexavi01,942000,1992-93,1993,1992,Golden State Warriors
183,NBA,alexavi01,1160000,1993-94,1994,1993,Golden State Warriors
184,NBA,alexavi01,1377500,1994-95,1995,1994,Golden State Warriors
185,NBA,alexavi01,1595000,1995-96,1996,1995,Toronto Raptors
186,NBA,alexavi01,653350,2001-02,2002,2001,Detroit Pistons
187,NBA,alforst01,100000,1987-88,1988,1987,Dallas Mavericks
188,NBA,alforst01,150000,1988-89,1989,1988,Golden State Warriors
189,NBA,alforst01,250000,1990-91,1991,1990,Dallas Mavericks
190,NBA,allengr01,2074320,2018-19,2019,2018,Utah Jazz
191,NBA,allenja01,1713720,2017-18,2018,2017,Brooklyn Nets
192,NBA,allenja01,2034120,2018-19,2019,2018,Brooklyn Nets
193,NBA,allenje01,200000,1995-96,1996,1995,Minnesota Timberwolves
194,NBA,allenje01,247500,1996-97,1997,1996,Indiana Pacers
195,NBA,allenje01,35000,1997-98,1998,1997,Cleveland Cavaliers
196,NBA,allenje01,510000,1999-00,2000,1999,Milwaukee Bucks
197,NBA,allenla01,473604,2011-12,2012,2011,Philadelphia 76ers
198,NBA,allenla01,3000000,2012-13,2013,2012,Philadelphia 76ers
199,NBA,allenla01,3060000,2013-14,2014,2013,Philadelphia 76ers
200,NBA,allenla01,948163,2014-15,2015,2014,Indiana Pacers
201,NBA,allenla01,3700000,2015-16,2016,2015,Indiana Pacers
202,NBA,allenla01,4000000,2016-17,2017,2016,Indiana Pacers
203,NBA,allenma01,332817,2001-02,2002,2001,Miami Heat
204,NBA,allenma01,512435,2002-03,2003,2002,Miami Heat
205,NBA,allenma01,1510000,2003-04,2004,2003,Miami Heat
206,NBA,allenma01,1950625,2004-05,2005,2004,Miami Heat
207,NBA,allenma01,1670000,2005-06,2006,2005,Chicago Bulls
208,NBA,allenma01,1803600,2006-07,2007,2006,Chicago Bulls
209,NBA,allenma01,998398,2007-08,2008,2007,Dallas Mavericks
210,NBA,allenma01,1300000,2008-09,2009,2008,Milwaukee Bucks
211,NBA,allenma01,1300000,2009-10,2010,2009,Denver Nuggets
212,NBA,allenma01,1229255,2010-11,2011,2010,Orlando Magic
213,NBA,allenra02,1785000,1996-97,1997,1996,Milwaukee Bucks
214,NBA,allenra02,2052360,1997-98,1998,1997,Milwaukee Bucks
215,NBA,allenra02,2320000,1998-99,1999,1998,Milwaukee Bucks
216,NBA,allenra02,9000000,1999-00,2000,1999,Milwaukee Bucks
217,NBA,allenra02,10130000,2000-01,2001,2000,Milwaukee Bucks
218,NBA,allenra02,11250000,2001-02,2002,2001,Milwaukee Bucks
219,NBA,allenra02,12375000,2002-03,2003,2002,Milwaukee Bucks
220,NBA,allenra02,13500000,2003-04,2004,2003,Seattle SuperSonics
221,NBA,allenra02,14625000,2004-05,2005,2004,Seattle SuperSonics
222,NBA,allenra02,13223140,2005-06,2006,2005,Seattle SuperSonics
223,NBA,allenra02,14611570,2006-07,2007,2006,Seattle SuperSonics
224,NBA,allenra02,16000000,2007-08,2008,2007,Boston Celtics
225,NBA,allenra02,18388430,2008-09,2009,2008,Boston Celtics
226,NBA,allenra02,18776860,2009-10,2010,2009,Boston Celtics
227,NBA,allenra02,10000000,2010-11,2011,2010,Boston Celtics
228,NBA,allenra02,10000000,2011-12,2012,2011,Boston Celtics
229,NBA,allenra02,3090000,2012-13,2013,2012,Miami Heat
230,NBA,allenra02,3229050,2013-14,2014,2013,Miami Heat
231,NBA,allento01,901920,2004-05,2005,2004,Boston Celtics
232,NBA,allento01,969696,2005-06,2006,2005,Boston Celtics
233,NBA,allento01,1037280,2006-07,2007,2006,Boston Celtics
234,NBA,allento01,1868141,2007-08,2008,2007,Boston Celtics
235,NBA,allento01,2500000,2008-09,2009,2008,Boston Celtics
236,NBA,allento01,2500000,2009-10,2010,2009,Boston Celtics
237,NBA,allento01,3000000,2010-11,2011,2010,Memphis Grizzlies
238,NBA,allento01,3150000,2011-12,2012,2011,Memphis Grizzlies
239,NBA,allento01,3300000,2012-13,2013,2012,Memphis Grizzlies
240,NBA,allento01,4494382,2013-14,2014,2013,Memphis Grizzlies
241,NBA,allento01,4831461,2014-15,2015,2014,Memphis Grizzlies
242,NBA,allento01,5168539,2015-16,2016,2015,Memphis Grizzlies
243,NBA,allento01,5505618,2016-17,2017,2016,Memphis Grizzlies
244,NBA,allento01,1471382,2017-18,2018,2017,Chicago Bulls
245,NBA,almonmo01,1005960,2007-08,2008,2007,Utah Jazz
246,NBA,almonmo01,1081440,2008-09,2009,2008,Utah Jazz
247,NBA,alstode01,150000,1994-95,1995,1994,Philadelphia 76ers
248,NBA,alstode01,350000,1995-96,1996,1995,Philadelphia 76ers
249,NBA,alstora01,301875,1999-00,2000,1999,Milwaukee Bucks
250,NBA,alstora01,423500,2000-01,2001,2000,Milwaukee Bucks
251,NBA,alstora01,625000,2001-02,2002,2001,Milwaukee Bucks
252,NBA,alstora01,37344,2002-03,2003,2002,Toronto Raptors
253,NBA,alstora01,688679,2003-04,2004,2003,Miami Heat
254,NBA,alstora01,3500000,2004-05,2005,2004,Toronto Raptors
255,NBA,alstora01,3850000,2005-06,2006,2005,Houston Rockets
256,NBA,alstora01,4200000,2006-07,2007,2006,Houston Rockets
257,NBA,alstora01,4550000,2007-08,2008,2007,Houston Rockets
258,NBA,alstora01,4900000,2008-09,2009,2008,Orlando Magic
259,NBA,alstora01,4300000,2009-10,2010,2009,New Jersey Nets
260,NBA,alstora01,753133,2009-10,2010,2009,Miami Heat
261,NBA,amaecjo01,200000,1995-96,1996,1995,Cleveland Cavaliers
262,NBA,amaecjo01,385000,1999-00,2000,1999,Orlando Magic
263,NBA,amaecjo01,600000,2000-01,2001,2000,Orlando Magic
264,NBA,amaecjo01,2175000,2001-02,2002,2001,Utah Jazz
265,NBA,amaecjo01,2392500,2002-03,2003,2002,Utah Jazz
266,NBA,amaecjo01,2610000,2003-04,2004,2003,New York Knicks
267,NBA,amaecjo01,1200000,2004-05,2005,2004,New York Knicks
268,NBA,amayaas01,225000,1995-96,1996,1995,Vancouver Grizzlies
269,NBA,amayaas01,247500,1996-97,1997,1996,Washington Bullets
270,NBA,aminual01,2563320,2010-11,2011,2010,Los Angeles Clippers
271,NBA,aminual01,2755560,2011-12,2012,2011,New Orleans Hornets
272,NBA,aminual01,2947800,2012-13,2013,2012,New Orleans Hornets
273,NBA,aminual01,3700000,2013-14,2014,2013,New Orleans Pelicans
274,NBA,aminual01,981084,2014-15,2015,2014,Dallas Mavericks
275,NBA,aminual01,7500000,2015-16,2016,2015,Portland Trail Blazers
276,NBA,aminual01,7680965,2016-17,2017,2016,Portland Trail Blazers
277,NBA,aminual01,7319035,2017-18,2018,2017,Portland Trail Blazers
278,NBA,aminual01,6957105,2018-19,2019,2018,Portland Trail Blazers
279,NBA,amundlo01,105696,2006-07,2007,2006,Philadelphia 76ers
280,NBA,amundlo01,75000,2006-07,2007,2006,Sacramento Kings
281,NBA,amundlo01,35232,2006-07,2007,2006,Utah Jazz
282,NBA,amundlo01,687456,2007-08,2008,2007,Philadelphia 76ers
283,NBA,amundlo01,797581,2008-09,2009,2008,Phoenix Suns
284,NBA,amundlo01,855189,2009-10,2010,2009,Phoenix Suns
285,NBA,amundlo01,2225000,2010-11,2011,2010,Golden State Warriors
286,NBA,amundlo01,2403000,2011-12,2012,2011,Indiana Pacers
287,NBA,amundlo01,1069509,2012-13,2013,2012,Minnesota Timberwolves
288,NBA,amundlo01,409167,2014-15,2015,2014,New York Knicks
289,NBA,amundlo01,1650000,2015-16,2016,2015,New York Knicks
290,NBA,amundlo01,1551659,2016-17,2017,2016,New York Knicks
291,NBA,anderal01,398762,2005-06,2006,2005,Charlotte Bobcats
292,NBA,anderal01,102131,2006-07,2007,2006,Charlotte Bobcats
293,NBA,anderal01,885120,2012-13,2013,2012,Toronto Raptors
294,NBA,anderal01,947907,2013-14,2014,2013,Brooklyn Nets
295,NBA,anderal01,1276061,2014-15,2015,2014,Brooklyn Nets
296,NBA,anderal01,4000000,2015-16,2016,2015,Washington Wizards
297,NBA,anderal01,1315448,2016-17,2017,2016,Los Angeles Clippers
298,NBA,anderch01,288171,2001-02,2002,2001,Denver Nuggets
299,NBA,anderch01,512435,2002-03,2003,2002,Denver Nuggets
300,NBA,anderch01,638679,2003-04,2004,2003,Denver Nuggets
301,NBA,anderch01,1600000,2004-05,2005,2004,New Orleans Hornets
302,NBA,anderch01,3500000,2005-06,2006,2005,New Orleans/Oklahoma City Hornets
303,NBA,anderch01,998398,2008-09,2009,2008,Denver Nuggets
304,NBA,anderch01,3650000,2009-10,2010,2009,Denver Nuggets
305,NBA,anderch01,4533300,2010-11,2011,2010,Denver Nuggets
306,NBA,anderch01,4234000,2011-12,2012,2011,Denver Nuggets
307,NBA,anderch01,4526000,2012-13,2013,2012,Denver Nuggets
308,NBA,anderch01,699952,2012-13,2013,2012,Miami Heat
309,NBA,anderch01,1399507,2013-14,2014,2013,Miami Heat
310,NBA,anderch01,5375000,2014-15,2015,2014,Miami Heat
311,NBA,anderch01,5000000,2015-16,2016,2015,Memphis Grizzlies
312,NBA,anderch01,1551659,2016-17,2017,2016,Charlotte Hornets
313,NBA,anderda03,2300000,2009-10,2010,2009,Houston Rockets
314,NBA,anderda03,2500000,2010-11,2011,2010,New Orleans Hornets
315,NBA,anderde01,1107240,1997-98,1998,1997,Cleveland Cavaliers
316,NBA,anderde01,1273000,1998-99,1999,1998,Cleveland Cavaliers
317,NBA,anderde01,1439400,1999-00,2000,1999,Los Angeles Clippers
318,NBA,anderde01,2250000,2000-01,2001,2000,San Antonio Spurs
319,NBA,anderde01,6495000,2001-02,2002,2001,Portland Trail Blazers
320,NBA,anderde01,7144500,2002-03,2003,2002,Portland Trail Blazers
321,NBA,anderde01,7794000,2003-04,2004,2003,Portland Trail Blazers
322,NBA,anderde01,8443500,2004-05,2005,2004,Portland Trail Blazers
323,NBA,anderde01,9093000,2005-06,2006,2005,Portland Trail Blazers
324,NBA,anderde01,1670000,2005-06,2006,2005,Houston Rockets
325,NBA,anderde01,9742500,2006-07,2007,2006,Portland Trail Blazers
326,NBA,anderde01,901397,2006-07,2007,2006,Charlotte Bobcats
327,NBA,anderde01,400000,2006-07,2007,2006,Miami Heat
328,NBA,anderde01,1219590,2007-08,2008,2007,Charlotte Bobcats
329,NBA,anderer01,140000,1992-93,1993,1992,New York Knicks
330,NBA,anderer01,250000,1993-94,1994,1993,New York Knicks
331,NBA,andergr01,185000,1987-88,1988,1987,San Antonio Spurs
332,NBA,andergr01,200000,1988-89,1989,1988,San Antonio Spurs
333,NBA,andergr01,1365000,1990-91,1991,1990,Denver Nuggets
334,NBA,andergr01,1465000,1991-92,1992,1991,Denver Nuggets
335,NBA,andergr01,650000,1993-94,1994,1993,Detroit Pistons
336,NBA,andergr01,400000,1994-95,1995,1994,Detroit Pistons
337,NBA,andergr01,110000,1994-95,1995,1994,Atlanta Hawks
338,NBA,andergr01,485000,1995-96,1996,1995,San Antonio Spurs
339,NBA,andergr01,584000,1996-97,1997,1996,San Antonio Spurs
340,NBA,andergr01,272250,1997-98,1998,1997,Atlanta Hawks
341,NBA,anderja01,1361400,2010-11,2011,2010,San Antonio Spurs
342,NBA,anderja01,1463520,2011-12,2012,2011,San Antonio Spurs
343,NBA,anderja01,472427,2012-13,2013,2012,Houston Rockets
344,NBA,anderja01,145749,2012-13,2013,2012,San Antonio Spurs
345,NBA,anderja01,916099,2013-14,2014,2013,Philadelphia 76ers
346,NBA,anderja01,1015421,2015-16,2016,2015,Sacramento Kings
347,NBA,anderju01,1449000,2015-16,2016,2015,Dallas Mavericks
348,NBA,anderju01,1514160,2016-17,2017,2016,Philadelphia 76ers
349,NBA,anderju01,1579440,2017-18,2018,2017,Philadelphia 76ers
350,NBA,anderju01,2516048,2018-19,2019,2018,Atlanta Hawks
351,NBA,anderke01,1828000,1991-92,1992,1991,New Jersey Nets
352,NBA,anderke01,2376000,1992-93,1993,1992,New Jersey Nets
353,NBA,anderke01,2925000,1993-94,1994,1993,New Jersey Nets
354,NBA,anderke01,3463200,1994-95,1995,1994,New Jersey Nets
355,NBA,anderke01,3898000,1995-96,1996,1995,New Jersey Nets
356,NBA,anderke01,4175000,1996-97,1997,1996,Portland Trail Blazers
357,NBA,anderke01,5010000,1997-98,1998,1997,Portland Trail Blazers
358,NBA,anderke01,5845000,1998-99,1999,1998,Boston Celtics
359,NBA,anderke01,6680000,1999-00,2000,1999,Boston Celtics
360,NBA,anderke01,7520000,2000-01,2001,2000,Boston Celtics
361,NBA,anderke01,8350000,2001-02,2002,2001,Boston Celtics
362,NBA,anderke01,9185000,2002-03,2003,2002,Seattle SuperSonics
363,NBA,anderke01,1070000,2003-04,2004,2003,Indiana Pacers
364,NBA,anderke01,1100000,2004-05,2005,2004,Atlanta Hawks
365,NBA,anderky01,1093680,2014-15,2015,2014,San Antonio Spurs
366,NBA,anderky01,1142879,2015-16,2016,2015,San Antonio Spurs
367,NBA,anderky01,1192080,2016-17,2017,2016,San Antonio Spurs
368,NBA,anderky01,2151704,2017-18,2018,2017,San Antonio Spurs
369,NBA,anderky01,8641000,2018-19,2019,2018,Memphis Grizzlies
370,NBA,anderni01,725000,1990-91,1991,1990,Orlando Magic
371,NBA,anderni01,750000,1991-92,1992,1991,Orlando Magic
372,NBA,anderni01,800000,1992-93,1993,1992,Orlando Magic
373,NBA,anderni01,2670000,1993-94,1994,1993,Orlando Magic
374,NBA,anderni01,3090000,1994-95,1995,1994,Orlando Magic
375,NBA,anderni01,3200000,1995-96,1996,1995,Orlando Magic
376,NBA,anderni01,3790000,1996-97,1997,1996,Orlando Magic
377,NBA,anderni01,4000000,1997-98,1998,1997,Orlando Magic
378,NBA,anderni01,3200000,1998-99,1999,1998,Orlando Magic
379,NBA,anderni01,5051906,1999-00,2000,1999,Sacramento Kings
380,NBA,anderni01,3750000,2000-01,2001,2000,Sacramento Kings
381,NBA,anderni01,5401906,2001-02,2002,2001,Memphis Grizzlies
382,NBA,anderni01,6101906,2002-03,2003,2002,Cleveland Cavaliers
383,NBA,anderri01,150000,1987-88,1988,1987,Portland Trail Blazers
384,NBA,anderri01,375000,1988-89,1989,1988,Portland Trail Blazers
385,NBA,anderro01,115000,1985-86,1986,1985,Cleveland Cavaliers
386,NBA,anderro01,200000,1987-88,1988,1987,Indiana Pacers
387,NBA,anderro01,300000,1988-89,1989,1988,Philadelphia 76ers
388,NBA,anderro01,425000,1990-91,1991,1990,Philadelphia 76ers
389,NBA,anderro01,1000000,1991-92,1992,1991,Philadelphia 76ers
